Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Mbeya,Rungwe,Suma,"33.67060819,-9.214068842",spring,0,0,unknown,enough,12043042031WP462_34,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.68489086,-9.22903423",spring,0,0,unknown,enough,12043042031WP477_49,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.69544732,-9.231501698",spring,0,0,unknown,enough,12043042031WP478_50,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.69564167,-9.234660877",spring,0,0,unknown,enough,12043042031WP479_51,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.69299316,-9.234458977",spring,0,0,unknown,enough,12043042031WP480_52,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.6934774,-9.232402125",spring,0,0,unknown,enough,12043042031WP481_53,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.69153913,-9.226766878",spring,0,0,unknown,enough,12043042031WP482_54,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.69494513,-9.222684767",spring,0,0,unknown,enough,12043042031WP483_55,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.68696638,-9.231599477",spring,0,0,unknown,enough,12043042031WP475_47,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.68786264,-9.22818049",spring,0,0,unknown,enough,12043042031WP476_48,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.67221378,-9.206618491",spring,0,0,unknown,enough,12043042031WP461_33,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.67001819,-9.219275694",spring,0,0,unknown,enough,12043042031WP463_35,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.67462494,-9.207217845",spring,0,0,unknown,enough,12043042031WP466_38,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.6866015,-9.213298229",spring,0,0,unknown,enough,12043042031WP455_28,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.67529654,-9.217695883",spring,0,0,unknown,enough,12043042031WP464_36,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.67595293,-9.210566799",spring,0,0,unknown,enough,12043042031WP465_37,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.6875556,-9.210661059",spring,0,0,unknown,enough,12043042031WP467_39,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.68621623,-9.23468037",spring,0,0,unknown,enough,12043042031WP474_46,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.67790279,-9.195080213",spring,0,0,unknown,enough,12043042031WP460_32,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.6784073,-9.227488836",spring,0,0,unknown,enough,12043042031WP473_45,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.68116022,-9.231477487",spring,0,0,unknown,enough,12043042031WP472_44,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.68293725,-9.221346367",spring,0,0,unknown,enough,12043042031WP471_43,good,gravity,unknown,unknown,,,vwc,none
functional,Mbeya,Rungwe,Suma,"33.6777105,-9.222184456",spring,0,0,unknown,enough,12043042031WP470_42,good,gravity,unknown,unknown,,,vwc,none
