Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Ruvuma,Mbinga,Tingi,"35.05734581,-11.32378967",spring,1000,40,1998,seasonal,1003305710WP08,good,gravity,unknown,monthly,Government of Tanzania,Government,vwc,none
functional,Ruvuma,Tunduru,Tanga,"35.73876575,-10.59227628",shallow well,0,0,1990,seasonal,10042015141WP17,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.67012643,-10.55944198",shallow well,0,2500,2011,seasonal,10042015141WP04,good,india mark ii,unknown,on failure,Songea Municipal Counci,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.67093434,-10.50898996",shallow well,0,0,2008,seasonal,10042015141WP02,good,india mark ii,unknown,never pay,COCU,COCU,other,none
functional,Ruvuma,Tunduru,Tanga,"35.74798722,-10.58380751",shallow well,0,760,1990,seasonal,10042015141WP15,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.71318459,-10.57350331",shallow well,0,0,1990,seasonal,10042015141WP08,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.73040299,-10.5830672",shallow well,0,0,1990,seasonal,10042015141WP26,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.75105285,-10.58282738",shallow well,0,1000,1990,enough,10042015141WP14,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.73650421,-10.58558566",shallow well,0,0,1990,seasonal,10042015141WP25,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.73562403,-10.59008887",shallow well,0,900,1990,enough,10042015141WP18,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.73140477,-10.59389698",shallow well,0,0,1990,seasonal,10042015141WP24,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.73553071,-10.57993545",shallow well,0,0,1990,enough,10042015141WP13,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72997235,-10.56859523",shallow well,0,0,1990,seasonal,10042015141WP12,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72803688,-10.57254611",shallow well,0,0,1990,seasonal,10042015141WP11,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72398771,-10.57295668",shallow well,0,0,1990,seasonal,10042015141WP07,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72458773,-10.58612227",shallow well,0,1200,1990,seasonal,10042015141WP22,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72290776,-10.56973769",shallow well,0,0,1990,seasonal,10042015141WP10,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72228963,-10.59795017",shallow well,0,0,1990,enough,10042015141WP21,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.69122536,-10.55002222",shallow well,0,0,2009,seasonal,10042015141WP06,good,india mark ii,unknown,on failure,Songea Municipal Counci,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.72230877,-10.60214642",shallow well,0,0,1990,enough,10042015141WP20,good,india mark ii,unknown,on failure,DANIDA,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.67100904,-10.5116593",shallow well,100,0,2009,seasonal,10042015141WP03,good,india mark ii,unknown,per bucket,Songea Municipal Counci,MWE,other,none
functional,Ruvuma,Tunduru,Tanga,"35.67053507,-10.50873169",shallow well,0,3000,2013,enough,10042015141WP01,good,india mark ii,unknown,never pay,COCU,COCU,other,none
functional,Ruvuma,Mbinga,Subira,"35.53421187,-10.70747183",shallow well,0,800,2009,enough,10042015111WP05,good,india mark ii,unknown,on failure,Songea Municipal Counci,MWE,other,none
functional,Ruvuma,Mbinga,Subira,"35.57934229,-10.71384155",shallow well,0,3000,2006,seasonal,10042015111WP01,good,india mark ii,unknown,on failure,Songea Municipal Counci,MWE,other,none
functional,Ruvuma,Mbinga,Subira,"35.60448922,-10.70563216",shallow well,0,600,2008,enough,10042015111WP02,good,india mark ii,unknown,on failure,Songea Municipal Counci,MWE,other,none
functional,Ruvuma,Mbinga,Subira,"35.64435617,-10.70187207",shallow well,0,1500,2011,enough,10042015111WP04,good,india mark ii,unknown,on failure,PAD,PAD,other,none
functional,Ruvuma,Mbinga,Seedfarm,"35.6751397,-10.65049473",shallow well,0,950,2009,seasonal,10042015182WP03,good,india mark ii,unknown,on failure,TASAF,MWE,other,none
functional,Ruvuma,Mbinga,Seedfarm,"35.67342415,-10.64734395",shallow well,0,1000,2006,seasonal,10042015182WP04,good,india mark ii,unknown,on failure,Songea Municipal Counci,MWE,other,none
