Status_group,Region,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
functional,Simiyu,Maswa,Senani,"34.02063379,-3.193136575",shallow well,0,0,unknown,insufficient,1702305922WP11_642,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.03179791,-3.238395155",shallow well,0,0,unknown,insufficient,1702305922WP08_639,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.04795097,-3.173692728",shallow well,0,0,unknown,enough,1702305922WP40_671,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.06791698,-3.176255985",shallow well,0,0,unknown,insufficient,1702305922WP30_661,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.04954926,-3.17305073",shallow well,0,0,unknown,enough,1702305922WP41_672,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.06043541,-3.177148646",shallow well,0,0,unknown,enough,1702305922WP33_664,good,swn 80,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.05893971,-3.183778366",shallow well,0,0,unknown,enough,1702305922WP34_665,salty,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.05379063,-3.179786323",shallow well,0,0,unknown,insufficient,1702305922WP35_666,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.05350023,-3.179894782",shallow well,0,0,unknown,enough,1702305922WP36_667,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.02263596,-3.238986996",shallow well,0,0,unknown,insufficient,1702305922WP07_638,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.00609008,-3.235317536",shallow well,0,0,unknown,enough,1702305922WP06_637,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.01423954,-3.253509535",shallow well,0,0,unknown,enough,1702305922WP05_636,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.03684149,-3.255193301",shallow well,0,0,unknown,enough,1702305922WP03_634,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.04137771,-3.182800919",shallow well,0,0,unknown,enough,1702305922WP38_669,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.09156294,-3.150362127",shallow well,0,0,unknown,enough,1702305922WP51_682,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.09118145,-3.146786172",shallow well,0,0,unknown,enough,1702305922WP50_681,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.09057239,-3.140087927",shallow well,0,0,unknown,enough,1702305922WP49_680,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.06878573,-3.19602249",shallow well,0,0,unknown,enough,1702305922WP47_678,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.06824528,-3.208937776",shallow well,0,0,unknown,enough,1702305922WP45_676,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.01835455,-3.207444102",shallow well,0,0,unknown,enough,1702305922WP22_653,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.06916477,-3.140216072",shallow well,0,0,unknown,insufficient,1702305922WP29_660,good,swn 80,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.02266915,-3.203185647",shallow well,0,0,unknown,enough,1702305922WP23_654,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.02655517,-3.202580809",shallow well,0,0,unknown,enough,1702305922WP24_655,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.0801081,-3.164970609",shallow well,0,0,unknown,enough,1702305922WP25_656,good,nira/tanira,unknown,other,Netherlands,DWE,wug,none
functional,Simiyu,Maswa,Senani,"34.07404614,-3.16210787",shallow well,0,0,unknown,enough,1702305922WP26_657,good,nira/tanira,unknown,never pay,Netherlands,DWE,wug,none
